34,27/02/23 17:09,5,"no me parece que aunque este haciendo cambio de vuelo me obliguen a pagar un asiento con valor adicional, o sea cobrar el cambio que en teoria era gratuito disfrazado del cobro del asiento. fuera de ese ""error"" lo demas esta muy bien",negativo,"cobro adicional, cambio de vuelo"
38,27/02/23 4:29,8,problemas con la tarjeta,negativo,tarjeta
40,27/02/23 0:01,6,No cambiando o precios entre las busquedas.,neutral,precios
41,26/02/23 22:54,7,se traba mucho,negativo,rendimiento
44,26/02/23 6:38,8,Poder cerrar la sesion de reserva sin tener que accesar con cuenta.,neutral,
39,27/02/23 2:40,5,Terrible. Samuel Manzanares me atendio por telefono y mintio. NO SE VALE,negativo,"Mala atención al cliente, Mentiras"
42,26/02/23 17:10,2,"manteniendo los precios de cambio de vuelo , no levandolos",positivo,precios de cambio de vuelo
51,25/02/23 23:00,3,SS,NA,NA
48,26/02/23 2:36,8,Bien hecho,positivo,
47,26/02/23 2:38,8,si,neutral,
46,26/02/23 4:01,6,"La pagina falla mucho, es muy dificil hacer cambios en los vuelos",negativo,"página, cambios, vuelos"
43,26/02/23 14:36,0,"No se puede hacer cambio de nombre y fecha en la misma operación, nada amigable en ese sentido",negativo,"cambio de nombre, cambio de fecha"
52,25/02/23 21:56,5,pongan el precio completo,negativo,precio
45,26/02/23 5:52,5,"la pagina siempre me agrega cosas sin mi consentimiento, en el call center me dan vueltas para quirtar los cargos adicionales, me dificultaron el check in en linea varias veces",negativo,"pagina, cargos adicionales, check in en linea"
54,25/02/23 18:37,6,Be more specific.,neutral,
49,26/02/23 1:44,5,"La información no es clara, realicé un cambio de vuelo y parece que volví a pago por escoger asiento en el vuelo origina tenía Espacio+ y volvía a pagar otra vez por el mismo asiento en el nuevo vuelo.",negativo,"información, cambio de vuelo, pago por asiento"
55,25/02/23 17:30,5,"al momeot de efectuar mi cambio me cotizo una diferencia de tarifa de 398.00mxn y al final pague 700.00mxn , porque cambio mucho la diferencia a pagar?",negativo,tarifas
53,25/02/23 21:41,6,"No entiendo si no hay diferencia de tarifa aparente al final que es lo que se cobra, no aparece realmente el concepto",negativo,"diferencia de tarifa, concepto de cobro"
58,25/02/23 13:11,0,Include the TUA in the final cost cheapskates.,negativo,costo
56,25/02/23 17:14,8,ES COMPLICADA,negativo,complicado
57,25/02/23 14:50,2,DEJAR DE ROBARNOS TANTO CON DIS QUE PROMOCIONES DONDE UNO TERMINA PAGANDO MAS DE LO QUE NO ES,negativo,promociones engañosas
50,26/02/23 0:42,6,"Compre el seguro de reembolso y cuando hable para que me reembosaran me solicitaba un diagnostico medico que en el momento no lo tenia , tarde mucho es un robo",negativo,"seguro de reembolso, solicitud de diagnóstico médico, tiempo de espera, servicio al cliente, insatisfacción"
59,25/02/23 11:09,0,me forzó a pagar por el asiento,negativo,asientos
61,25/02/23 4:33,8,trabajar mas,neutral,trabajo
60,25/02/23 9:43,7,Bloqueando el sistema si no tienes seleccionado tu asiento,negativo,"sistema, asiento"
62,25/02/23 3:20,8,cobra equipaje de mas,neutral,equipaje
63,25/02/23 1:42,0,No funciona bien l apagina,negativo,funcionamiento
67,24/02/23 23:05,8,Se puede mejorar al no sacarte de la aplicación cuando intentas pagar.,negativo,proceso de pago
68,24/02/23 20:03,6,"TUVE QUE DUPLICAR PAGO, POR QUE NO ME DIERON INMEDIATAMENTE EL PAGO TUA GCS",negativo,pago
73,24/02/23 10:53,3,x,NA,NA
65,25/02/23 1:03,2,cambiando algunas politicas con su personal porque muchas veces son personas que no tienen sentido comun como cuando compro equipaje extra en el carrie on y no quieren dejar subir mi maleta o cuando c les pide q si c puede documentar afuera en mostradores dicen que no y en sala a fuerza la quieren mandar abajo presten atencion a eso por favor y entrenen mejor a su personal xq hacen ver mal a la aerolinea,negativo,"personal, políticas, equipaje, atención al cliente"
75,24/02/23 5:38,8,xxx,NA,NA
69,24/02/23 18:43,4,"Son muchos precios ocultos, parecen muy buenas las opciones, precios muy accesibles,  pero al final de cuentas uno viene pagando más que otras aerolíneas.",negativo,"precios ocultos, pagando más"
70,24/02/23 18:24,0,NO ME PASA MI TARJETA PARA PAGAR Y ME DESAPARECIO MI RESERVA,negativo,"tarjeta, pago, reserva"
66,25/02/23 0:13,0,"No lo recomiendo porque aunque uno haga pagos previos al check in, no los consideran. Tuve que pagar dos veces los asientos, y en el momento de hacer el check in cuesta casi el doble el asiento. Además, la plataforma es confusa y está diseñada para que uno incluya servicios que tienen costo adicional y que no son necesarios.",negativo,"pagos, asientos, plataforma, servicios adicionales"
72,24/02/23 14:43,0,no,neutral,
64,25/02/23 1:11,8,"el proceso de pago cuando se hace el cambio es algo confuso, tuve varios ""errores"" con el sistema y al final que se hizo el cambio no me ha reflejado el cobro, confío en que se completó la compra de forma correcta.",negativo,"proceso de pago, errores en el sistema, cobro no reflejado"
71,24/02/23 15:24,4,"hace dias compre otro vuelo a un amigo y me rechazo el pago dias lo intente mas de 10 veces y rechzaba el pago hasta no se que intento me dejo ghacerlo, y en todos los intentos hacer todo el procedimiento de escoger vuelos correo nombre fecha",negativo,"pago, procedimiento de compra"
74,24/02/23 5:50,5,Muy caro algunas cosas :(,negativo,precios
76,24/02/23 5:10,0,Siendo especificos en sus politicas y cambiando sus asesores telefonicos,negativo,asesores telefónicos
77,24/02/23 2:07,4,Teniendo mas opciones al momento de agregar equipaje o kilos extras al equipaje,positivo,equipaje
78,24/02/23 2:00,8,No que los cambios eran gratis,negativo,cambios
79,24/02/23 1:55,6,sistema lento,negativo,desempeño
82,23/02/23 22:29,0,El cobro por hacer el cambio de nombre es demasiado alto,negativo,cobro
81,23/02/23 23:02,0,"tiene error en selección de asiento, para no seleccionar.",negativo,selección de asiento
83,23/02/23 22:21,8,no sobrepasarce de recargos,negativo,recargos
80,24/02/23 0:54,0,"mejorando su atencion y servicio al cliente, realmente no me gusta su aerolinea",negativo,"atencion al cliente, servicio al cliente, aerolinea"
84,23/02/23 21:44,3,"No me gusta que NUEVAMENTE COBRAN EL ASIENTO, siendo que ya lo había pagado antes.",negativo,asiento
86,23/02/23 19:51,7,Evitando que nos pongan para tratar de comprar cosas que no queremos o no necesitamos,negativo,venta agresiva
85,23/02/23 20:34,8,Hubo un error en la pagina y tuve q llamar para que lo modificaron. Via telefonica lo corrigieron.,negativo,"error, llamada, corrección"
90,23/02/23 13:24,8,"NO HACIENDO TANTOS CAMBIOS EN LOS VUELOS, YA QUE EN MI CASO LAS ULTIMAS DOS VECES QUE HE VIAJADO CON USTEDES ME HAN CAMBIADO EL VUELO Y OBVIAMENTE ME ADETAN EN LA PARTE LABORAL",negativo,cambios de vuelos
91,23/02/23 3:20,4,No sirve su linea telefonica,negativo,linea telefonica
89,23/02/23 15:13,0,"ES UNA ESTAFA SUS CAMBIOS DE VUELO NO SON GRATIS, NO RESPETAN LO QUE PAGUE EN MI PRIMER VUELO",negativo,"cambios de vuelo, no son gratis, no respetan"
92,23/02/23 3:16,5,No acepta todas las tarjetas de debito hsbc,negativo,"tarjetas de débito, HSBC"
87,23/02/23 19:48,8,Mejorar la interfaz y seguridad de datos personales,neutral,"interfaz, seguridad de datos personales"
93,23/02/23 1:19,1,TENIENDO TODO EN UN TOTAL,neutral,
88,23/02/23 17:48,5,"Muchas trabas para hacer el pago, rechazando mi forma de pago, llamé al banco pensando que era un problema de mi tarjeta y mi tarjeta no tenían ningún bloqueo, fue tema de su página.",negativo,"pago, forma de pago, problema de tarjeta, página"
96,22/02/23 23:34,7,DEMASIADOS OFRECIMIENTOS EN EL CAMINO DE RESERVAR,negativo,"ofrecimientos, reserva"
94,23/02/23 0:41,6,la app muy lenta,negativo,velocidad de la aplicación
97,22/02/23 22:23,0,COMO ES POSIBLE COBRAR ASIENTOS,negativo,cobro de asientos
100,22/02/23 21:22,8,Tener menos casillas de ofertas.,negativo,ofertas
101,22/02/23 21:04,7,Porque dividen el pago?? muy mal de su parte,negativo,división de pago
99,22/02/23 22:20,5,"MUY DIFICIL Y NO DAN INSTRUCCIONES CORRECTAS, NO ME DEJA COMPLETAR EL PAGO",negativo,"instrucciones incorrectas, problema con el pago"
98,22/02/23 22:21,0,A FUERZAS TE HACE COMPRAR ASIENTO,negativo,compra de asiento
102,22/02/23 20:36,8,SE TRABA MUCHO LA PAGINA,negativo,página
95,23/02/23 0:24,5,especificar que los cambios de vuelo generan un costo por los asientos y la promocion de la tarjeta viva no aplica.,negativo,"cambios de vuelo, costo por asientos, promoción tarjeta Viva"
104,22/02/23 19:42,1,Si Ofrecen CAMBIOS SIN COSTO (misma tarifa) porque cobran adicionales si contraté y pague por el servicio de hasta 3 cambios SIN COSTO,negativo,cambios
106,22/02/23 18:37,0,NUNCA,negativo,
105,22/02/23 18:40,5,Muy altos los precios para cambiar un vuelo con 2 meses de anticipación,negativo,precios
107,22/02/23 18:21,7,mayor flexibilidad en los itinerarios.,positivo,itinerarios
108,22/02/23 17:34,8,SER MAS SIMPLE PARA ENCONTRAR LO QUE SE NECESITA,positivo,navegación
103,22/02/23 20:07,8,UN POQUITO MAS AMIGABLE LA PAGINA PARA HACER CAMBIOS PORQUE SOLO SE PUEDE HACER EN LA PC Y NO POR EL AL DEL CELULAR,negativo,"página, cambios, PC, celular"
116,22/02/23 1:27,4,",",NA,NA
111,22/02/23 14:32,7,el precio es alto por hacer cambio,negativo,precio
109,22/02/23 15:52,8,"Me hicieron pagar equipaje documentado que no necesitaba, no pude retirarlo cuando cambié mi reserva.",negativo,"equipaje documentado, reserva"
113,22/02/23 5:09,5,FACILITAR CAMBIOSEN CONTRATIEMPOS POR EL CLIENTE,positivo,cambio de contratos
112,22/02/23 5:16,7,mas apoyo via telefonica,positivo,"apoyo, telefonica"
115,22/02/23 4:14,0,ES UN ROBO SU SERVICIO,negativo,"servicio, robo"
114,22/02/23 4:55,5,COMPRÉ UNA TARIFA PERO ME EQUIVOQUÉ DE DÍA Y TUVE QUE PAGAR EXTRA POR EQUIPAJE AL CAMBIAR HACIA EL DÍA CORRECTO.,negativo,"tarifa, equipaje"
118,21/02/23 22:33,8,Posibilidades de cancelar el viaje,neutral,cancelación
117,21/02/23 23:26,6,"El pago en ocasiones no lo acepta, se tiene que cambiar datos de la reserva (Teléfono y correo) Y a veces se tienen que hacer más de 3 intentos y se bloquean las tarjetas, si pudieran arreglar esto sería perfecto el servicio. Saludos",negativo,"pago, reserva, tarjetas"
119,21/02/23 22:28,8,gracias,positivo,
120,21/02/23 18:39,6,no hacer que forzosamente uno deba pagar un asiento que no quiere.,negativo,asientos
110,22/02/23 14:53,1,"Demasiados cargos engañosos sobre el TUA y la selección de asientos. DE cualquier forma no creo que les interese mejorar, esto es con fines de cobrar más. Deberían conocer los conceptos de valor y lealtad",negativo,"cargos engañosos, selección de asientos, cobro excesivo"
122,21/02/23 18:13,8,no cambiando el horario de los vuelos,neutral,
124,21/02/23 17:11,2,"no hubo forma de NO pagar los asientos... después de un costoso cambio, no hay manera de NO comprar ADEMAS asientos. Ni en la App ni en la web ni por teléfono. Siento que es  abusivo enjaretar A FUERZAS asientos cuando a uno le da igual donde lo sienten",negativo,asientos
121,21/02/23 18:14,2,sus cargos y mentiras de 1 cambio gratis.,negativo,"cargos, mentiras, cambio gratis"
131,21/02/23 4:46,7,1,NA,NA
126,21/02/23 16:33,8,precios muy caros,negativo,precios
125,21/02/23 16:58,3,"Deben avisarnos que si ya se hizo check-in, este se debe cancelar antes de proceder a hacer algún cambio, y nos deben permitir eliminar el check-in nosotros mismos, de lo contrario es absurdo este proceso de administrar la reservación.",negativo,"check-in, administración de reservación"
127,21/02/23 16:24,0,"No me dejó eliminar productos de mi carrito de compra y era imposible hacer check-in, al final los tuve que pagar, qué abuso.",negativo,"eliminación de productos, check-in, pago"
130,21/02/23 4:50,8,SIGUIENDO COMO HASTA HORA CON ESA EFECTIVIDAD Y RAPIDES,positivo,
128,21/02/23 15:32,7,"EN LA RESERVA CUANDO SE REFRESCA LA PAGINA SE PIERDE Y NO ES POSIBLE VOLVER A LA RESERVA QUE LLEVABAS, ENTONCES HAY QUE EMPEZAR UNA NUEVA Y ES TEDIOSO.",negativo,problema de reserva
123,21/02/23 17:38,1,El precio para una arreglo sencillo del nombre de pasajero con tiempo de anticipación,neutral,"precio, arreglo, nombre, pasajero, anticipación"
132,21/02/23 4:00,7,Mejor atencion al cliente,positivo,atencion al cliente
133,21/02/23 3:14,8,Demasiado el cobro por cambio de vuelo,negativo,"cambio de vuelo, cobro"
134,21/02/23 3:01,8,menos pasos,negativo,proceso
135,21/02/23 2:45,8,no esta claro cuando queda hecho o no el chek in,negativo,check-in
129,21/02/23 8:52,6,"cuando intenté usarlo en la aplicación del celular no pude, intente hacerlo en el navegador de mi celular y tampoco pude, hoy en día no cuento con computadora en mi domicilio puesto que no la necesito, tuve que ir a un lugar para pagar el uso de una pc y poder realizar el cambio pudiendo haberlo hecho desde mi celular",negativo,"aplicación móvil, navegador móvil, cambio de producto, uso de computadora"
139,21/02/23 0:20,1,La forma de Pagos son muy confusas,negativo,formas de pago
138,21/02/23 1:15,8,poder hacer el cambio de ruta desde la web.,neutral,"cambio de ruta, web"
136,21/02/23 1:31,0,Me cobraron asiento porque su pagina no ome dehjaba continuar sin seleccionar uno,negativo,"cobro, asiento, problemas en la página"
137,21/02/23 1:31,8,Fue confuso el cambio y los cargos no son claros,negativo,"cambio, cargos"
140,20/02/23 23:00,5,MEJORAR LOS COSTOS DE CAMBIO,negativo,costos de cambio
141,20/02/23 21:53,7,no deben cobrar para poder hacer el check inn,negativo,"cobro, check-in"
144,20/02/23 21:30,6,DEJANDO CAMBIAR EL DESTINO Y NOMBRE,neutral,"cambio de destino, cambio de nombre"
150,20/02/23 18:01,6,2,NA,NA
142,20/02/23 21:50,2,"Your seating arrangement prior to seat selection assigned by 2.5 year old daughter 4 row away from me(the parent) I had to now pay for both of us $14 pesos each to rearrange for us to sit together. Since I bought the two passengers together in one transaction, your system should have placed our seating together.",negativo,"seating arrangement, system error, extra charges"
149,20/02/23 18:53,5,Más pagos todavia que la canción,negativo,pagos
146,20/02/23 19:48,7,"Se requiere un sistema mas amigable y entendible, es muy confuso, y tambien notificar que al hacernos cambio de vuelo avisar que nos dejaron sin asientos, si no me meto a ver la reservacion no de daria cuenta de eso. Y peor aun el cambio de  precio que me obligo a pagar un extra de un servicio ya pactado.",negativo,"sistema, reservacion, asientos, precio"
147,20/02/23 19:47,8,LOS PRECIOS Y SERVICIOS DE VENTA DE ALIMENTOS DENTRO DEL AVION  NO TODOS TENEMOS TARJETAS,negativo,"precios, servicios, venta de alimentos, tarjetas"
143,20/02/23 21:32,5,RESPONDER RAPIDAMENTE Y RESOLVER LOS PROBLEMAS COMO EL MALTRATO DE MALETAS Y NO INCREMENTAR PRECIOS CUANDO DAN CREDITOS ELECTRÓNICOS QUE NO APLICAN EN LA PÁGINA WEB Y SOLO EN EL CALL CENTER.,negativo,"maltrato de maletas, incremento de precios, créditos electrónicos, call center"
145,20/02/23 20:25,0,Las politicas que colocan al momento de comprar el vuelo original indican que el cambio de vuelo es sin costo y la hora de ralizar el cambio no solo te cobran el cambio por la tarifa sino que oblignan a comprar un asiento.,negativo,"políticas, compra de vuelos, cambio de vuelo, cobro de tarifa, obligación de comprar asiento"
151,20/02/23 17:55,0,todo,NA,NA
152,20/02/23 17:51,6,NO ME DIÓ LA OPCION DE PAGAR LOS ASIENTOS DESDE QUE HICE LA COMPRA DEL PAQUETE CON HOTEL Y LAS MALETAS ESTABAN SELECCIONADAS Y AHORA ME SALIERON MAS CARAS,negativo,"asientos, maletas"
148,20/02/23 19:02,4,Dar opciones de cambio de vuelo y de destino en linea y no solo por telefono,neutral,"opciones de cambio de vuelo, opciones de cambio de destino, cambio de vuelo en linea, cambio de destino en linea"
155,20/02/23 15:21,8,ASISTENTE VIRTUAL,neutral,ASISTENTE VIRTUAL
154,20/02/23 16:24,0,No cobrando seguros que luego no sirven de nada,negativo,"cobro de seguros, seguros inservibles"
153,20/02/23 17:08,0,"muy complicada, mucha propaganda, la HIM muy mala, errores en la pagina constantes.",negativo,"usabilidad, publicidad, calidad de servicio"
156,20/02/23 9:14,0,"TUVE UN ACCIDENTE Y LLEGUE TARDE A MI VUELO, ME NEGARON TODO TIPO DE AYUDA A PESAR DE HABER COMPRADO 2 VUELOS DE REGRESO PORQUE EL PRIMERO NO PERMITIA CAMBIOS. PESIMO SERVICIO AL CLIENTE.",negativo,servicio al cliente
157,20/02/23 6:49,8,Respetando la seleccion de maletas previamente.,positivo,maletas
158,20/02/23 6:09,5,OFRECEN HACER CAMBIOS Y LOS QUEREMOS HACER Y COMOQUIERA SALEN CON MUCHOS CARGOS EXTRA,negativo,cargos extra
159,20/02/23 4:41,7,rapidez para que se vean reflejados los movimientos y cambios en las reservaciones,neutral,reservaciones
161,19/02/23 15:46,5,Changed from English to Spanish when paying.,negativo,idioma
160,19/02/23 18:51,8,PODER HAVER EL CAMBIO DE VUELO DIRECTO EN LA APP SMALL DEVICE,neutral,"cambio de vuelo, app"
163,19/02/23 3:56,6,atencion a cliente,neutral,servicio al cliente
162,19/02/23 6:03,0,"COMO ES POSIBLE QUE POR CAMBIAR DE NOMBRE ME VAN A COBRAR 1000 PESOS, HORRIBLE, JAMAS VOLVERE A RECOMENDAR ESTA AEROLINEA",negativo,"cambio de nombre, cobro adicional"
167,18/02/23 23:40,0,Estaba por pagar mi reserva y de la nada se actualizo el precio a mas del doble !!!!,negativo,precio
166,19/02/23 0:33,8,HACERLO MAS AGIL,positivo,agilidad
164,19/02/23 3:55,0,"Es altísima la tarifa por cambio de cualquiera de los datos de pasajero, un robo",negativo,"tarifas, cambio de datos, robo"
169,18/02/23 5:47,1,no poniendo las cosas de forma que revuelvan a los usuarios,negativo,usabilidad
170,18/02/23 4:37,2,"Your pricing of baggage is excessive and predatory, with increasing penalty for simple baggage that other airlines allow with no extra charge",negativo,"precio, equipaje"
168,18/02/23 22:42,0,"TRANSPARENCIA EN LO QUE COBRAN, SI COMPRO UN BOLETO DE UN TRANSPORTE AEREO LO MENOS QUE ESPERO ES QUE INCLUYA ASIENTO, PUES NO ME VAN A LLEVAR PARADO EN EL AVIÓN.  CUMPLAN LO QUE DICEN.",negativo,"transparencia, precio, servicio al cliente, cumplimiento"
165,19/02/23 2:07,0,"Ya habia pagado por una mascota que ya no voy a llevar y no dan la opción de recuperar ese dinero, ni siquiera como voucher. Me parece muy mal.",negativo,devolución de dinero
172,18/02/23 0:03,1,Batalle demasiado para hacer mis reservaciones,negativo,reservaciones
173,17/02/23 22:57,8,It would help to have this page in English. Thank you,neutral,idioma
171,18/02/23 3:26,4,tuve problemas para poder pagar el tua y cuando hable a servicio al cliente no pudieron apoyarme ni solucionar el problema,negativo,"pago, servicio al cliente"
176,17/02/23 19:59,8,lkl,neutral,
174,17/02/23 21:17,8,"NO OBLIGAR A LA SELECCIÓN DE ASIENTOS, YA QUE SI SE DESEA NO SELECCIONAR ASIENTO NO PUEDES TERMINAR EL PROCESO DE CAMBIO",negativo,"selección de asientos, proceso de cambio"
175,17/02/23 20:07,7,"Cuando haces el cambio de vuelo te hace elegir forzosamente el asiento, si n. la página da error",negativo,"cambio de vuelo, asiento, error en página"
177,17/02/23 17:45,8,Rápido y claro,positivo,"velocidad, claridad"
181,17/02/23 4:18,0,coma cola,neutral,
180,17/02/23 5:28,6,practicidad de la palicacion,positivo,usabilidad
178,17/02/23 17:19,0,"la app no me dejo dejar los asientos sin seleccionar, se me cargo maleta a pesar de que tampoco lo elegi",negativo,"aplicación, asientos, maleta"
179,17/02/23 16:08,0,"LA ELECCION DE ASIENTO MUY MALA, TUVE QUE PAGAR CUANDO MI ELECCION FUE LA MAXIMA CATEGORIA CON OPCION DE SELECCION DE ASIENTOS.",negativo,"elección de asiento, pago"
182,17/02/23 1:01,8,No aumentando los precios,positivo,
186,16/02/23 23:03,7,REDUCIR COSTOS E IMPUESTOS,negativo,"costos, impuestos"
185,16/02/23 23:17,1,"no cobren otros asientos, cuando ya pague unos de mi vuelo original",negativo,cobro
187,16/02/23 21:54,6,"no separar los impuestos del costo del vuelo, es súper confuso y problemático",negativo,"impuestos, costo del vuelo"
188,16/02/23 21:54,6,me cobraron un asiento feo en $300 mxn. pésimo,negativo,"precio, servicio al cliente"
189,16/02/23 21:53,8,"Puede ser algo complicado o confuso algunas secciones, quizá solo es falta de costumbre, pero es un hecho que puede ser difícil para algunos",neutral,"navegación, usabilidad"
183,17/02/23 0:13,0,"Agregan servicios que no deseo como el abordaje prioritario que no pedí y no logro descubrir como quitarlo.Además vuelven a cobrar casi el vuelo completo al momento de cambiarlo, aún cuando en el primer vuelo pagué por cambios futuros.Prefiero Volaris que si considera esto que menciono.",negativo,"servicios no deseados, abordaje prioritario, cobro por cambios, preferencia por Volaris"
191,16/02/23 19:29,8,todo bien,positivo,
192,16/02/23 18:50,7,Cambian abrutamente los asientos,negativo,asientos
190,16/02/23 20:07,1,there' was no difference in flights when changing it but at the end I had to pey 43 usd.,negativo,"cambio de vuelo, precio"
184,16/02/23 23:42,0,"Para lograr modificaciones en mi reserva, su sitio web me forzó a agregar un cargo extra por selección de asiento. De no elegirlo, no me permitiría hacer el cambio.El mensaje de error decía:""¡Oh, no!Lo sentimos, algo salió mal. Por favor, intenta nuevamente o realiza tu check-in directamente en el aeropuerto.01865bd7-5cf7-4100-8275-2fa90579f015""Necesitaré hacer otro cambio en días posteriores y temo encontrarme con el mismo error.",negativo,"sitio web, modificaciones, cargo extra, selección de asiento, mensaje de error, cambio de reserva"
194,16/02/23 17:14,8,Quitar distractores,neutral,distractores
196,16/02/23 14:46,7,PORQUE PAGUE UN SEGURO Y RESULTA QUE NO APLICA PARA CAMBIAR UN NOMNBRE Y VULEVEN A COBRAR,negativo,seguro
193,16/02/23 17:38,0,Me hicieron el cargo la primera vez y no se modificó la reserva y por teléfono me dijeron que lo viera con mi banco.,negativo,"cargo, reserva, teléfono, banco"
198,16/02/23 4:53,6,demasiados cargos extras el precio que muestran al inicir la sesion son una mentira,negativo,precios
199,16/02/23 3:34,4,mas sencillo,positivo,usabilidad
197,16/02/23 13:40,0,no pude cambiar mi vuelo sin tener que pagar el asiento!!!!!!!!!!!!!!!!!!!!!!!!!!,negativo,"cambio de vuelo, pago de asiento"
195,16/02/23 14:48,0,"no se puede hacer pago ni cambios sin tener que estar hablando a numero de servicio al cliente, que difícil se vuelve un cambio tan sencillo o realizar un pago de un cambio, debería ser al momento no tener que hablar y hablar y esperar y esperar",negativo,"servicio al cliente, cambio, pago"
202,16/02/23 1:45,0,no cobraando extra,neutral,
201,16/02/23 1:56,8,Tal vez reduciendo muchas opciones.,negativo,opciones
200,16/02/23 3:25,0,dejar de obligar a la selección de asientos. porque es un cobro forzoso el que hacen,negativo,"selección de asientos, cobro forzoso"
204,16/02/23 1:08,1,Precios muy altos para lo que es,negativo,precios
205,16/02/23 1:07,8,mas claridad en las opciones,neutral,opciones
207,15/02/23 23:49,0,Hagan desde un principio pagar el  TUA para saber el verdadero costo total.,negativo,costo
209,15/02/23 23:07,8,es demaciado confuso,negativo,confusión
